demo_points,sim_static_points,joint_angles
"[[198.29446411132812, 341.3055114746094], [138.7215576171875, 92.35885620117188], [293.9765930175781, -37.025482177734375], [374.19207763671875, 162.35157775878906], [365.02728271484375, 241.50531005859375], [402.5525207519531, 221.90121459960938], [395.7192077636719, 206.68174743652344]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25385023620846453, 0.2617965731093229, -0.30846389745926817, -0.19873817116070416, 0.49999740384056013, -0.49999764864773993]"
"[[198.29458618164062, 341.3045959472656], [138.72366333007812, 92.35926818847656], [293.9765930175781, -37.025482177734375], [374.196044921875, 162.34814453125], [365.0240783691406, 241.50656127929688], [402.544677734375, 221.8738250732422], [395.72393798828125, 206.68479919433594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25464515289173095, 0.26179616864801275, -0.2985571755775604, -0.20155363432056003, 0.49999872389777944, -0.49999876625693984]"
"[[202.9250030517578, 341.8062438964844], [140.46514892578125, 93.43798828125], [293.9765930175781, -37.025482177734375], [373.5, 159.97543334960938], [363.8008117675781, 238.33248901367188], [400.85040283203125, 218.08224487304688], [394.06121826171875, 203.7758026123047]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25536057771967186, 0.2617958815345701, -0.2896416276065942, -0.2040875511644303, 0.4999997999410883, -0.4999996807742855]"
"[[207.55023193359375, 342.0111999511719], [142.29541015625, 94.5251235961914], [293.9765930175781, -37.025482177734375], [372.1545715332031, 157.7640838623047], [362.47894287109375, 235.3849639892578], [398.7386169433594, 214.8576202392578], [392.0314636230469, 200.9347686767578]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25600445990959314, 0.26179568795948116, -0.28161805402170254, -0.20636807632391357, 0.5000006730329871, -0.5000004258207862]"
"[[211.9997100830078, 342.0948791503906], [144.58885192871094, 95.54874420166016], [293.9765930175781, -37.025482177734375], [370.1623229980469, 155.7239227294922], [360.3445739746094, 232.45196533203125], [396.26129150390625, 210.6980438232422], [389.39678955078125, 197.83407592773438]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2548386092077311, 0.2618026784168975, -0.2552422916130054, -0.21714719522742015, 0.49999016539499974, -0.49999163917211875]"
"[[216.27716064453125, 341.9190673828125], [147.19677734375, 96.25018310546875], [293.9765930175781, -37.025482177734375], [367.5417785644531, 153.92758178710938], [357.6820983886719, 230.114990234375], [393.53460693359375, 204.1474151611328], [386.4209899902344, 195.03529357910156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2537893597834265, 0.26180140443141564, -0.2314576580275502, -0.22684840224057606, 0.49999267011434484, -0.49999375690707853]"
"[[216.27264404296875, 341.92950439453125], [147.19273376464844, 96.25757598876953], [293.9765930175781, -37.025482177734375], [367.5489196777344, 153.9287872314453], [357.6849060058594, 230.11280822753906], [393.52960205078125, 204.19273376464844], [386.4137878417969, 195.0414581298828]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25284503496641725, 0.2618003957486504, -0.21005238143206517, -0.2355794885524164, 0.4999947272799247, -0.4999955026631844]"
"[[220.57699584960938, 341.67523193359375], [150.29837036132812, 96.80081939697266], [293.9765930175781, -37.025482177734375], [364.4075927734375, 152.30734252929688], [354.2515563964844, 227.5740966796875], [389.5780334472656, 185.36383056640625], [382.70208740234375, 192.54417419433594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2519951423425188, 0.26179961286433195, -0.19078842315892192, -0.2434374662330727, 0.4999963933865721, -0.4999969213300901]"
"[[224.56427001953125, 341.3345642089844], [153.1750946044922, 97.37923431396484], [293.9765930175781, -37.025482177734375], [360.9261169433594, 150.705322265625], [350.9581604003906, 225.34521484375], [384.7713928222656, 182.28973388671875], [378.5368957519531, 190.21542358398438]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25123023875511885, 0.2617990091563216, -0.17345149014885025, -0.25050964614566334, 0.49999774000117053, -0.4999980714847806]"
"[[228.21701049804688, 340.8824462890625], [156.42135620117188, 97.77470397949219], [293.9765930175781, -37.025482177734375], [356.94085693359375, 149.3443603515625], [347.1158142089844, 223.06163024902344], [379.6150207519531, 179.38571166992188], [373.97283935546875, 188.21092224121094]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.25054182534782404, 0.2617985479184733, -0.15784875622858402, -0.25687460806699497, 0.4999988250746872, -0.49999900089201427]"
"[[231.96304321289062, 340.6325378417969], [159.68917846679688, 98.11576080322266], [293.9765930175781, -37.025482177734375], [352.6540832519531, 148.05856323242188], [342.7605895996094, 221.0916290283203], [374.28765869140625, 177.35595703125], [369.3240661621094, 186.53028869628906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24992225313859315, 0.2617982001215955, -0.1438067058121722, -0.2626030737961934, 0.4999996956914045, -0.49999974859861335]"
"[[231.9512176513672, 340.6441955566406], [159.68714904785156, 98.11456298828125], [293.9765930175781, -37.025482177734375], [352.6149597167969, 148.0526123046875], [342.7648620605469, 221.1007080078125], [374.28363037109375, 177.3754425048828], [369.35430908203125, 186.52474975585938]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24936463803528713, 0.26179794269720097, -0.1311691957833589, -0.267758692952472, 0.5000003902578362, -0.5000003466287447]"
"[[235.63650512695312, 340.0965881347656], [163.12713623046875, 98.3548583984375], [293.9765930175781, -37.025482177734375], [347.9021301269531, 147.01014709472656], [337.98895263671875, 219.51690673828125], [368.6951599121094, 175.2087860107422], [364.2779235839844, 184.81829833984375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24878646569048388, 0.26180992290328775, -0.12019283297038133, -0.27244518273452706, 0.5049801200108252, -0.5001231483389154]"
"[[238.88417053222656, 339.58843994140625], [166.74966430664062, 98.54457092285156], [293.9765930175781, -37.025482177734375], [343.3507080078125, 146.05828857421875], [333.09075927734375, 218.38063049316406], [362.8533935546875, 173.2278289794922], [359.1173095703125, 183.34603881835938]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24825900518395727, 0.26182058700198885, -0.1103491638398957, -0.2766598712983535, 0.5097202937569375, -0.500241366417427]"
"[[241.778076171875, 339.1800537109375], [170.3895263671875, 98.62835693359375], [293.9765930175781, -37.025482177734375], [338.5006408691406, 145.58119201660156], [328.31304931640625, 217.47714233398438], [357.253662109375, 172.0670928955078], [353.7929382324219, 182.44093322753906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.24435034565143932, 0.26182388624461145, -0.09073666505283932, -0.2856512262332679, 0.5103437285254145, -0.5002525636138782]"
"[[244.43533325195312, 338.5023193359375], [173.84632873535156, 98.50704956054688], [293.9765930175781, -37.025482177734375], [334.0643005371094, 145.6279296875], [324.0334167480469, 217.0607452392578], [351.3585205078125, 171.47988891601562], [348.69183349609375, 182.1652374267578]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2408266506559786, 0.2618251219754259, -0.07310116418811063, -0.2937391645684813, 0.5110832953347356, -0.5002724928237773]"
"[[246.86456298828125, 338.0723876953125], [177.0410614013672, 98.52230834960938], [293.9765930175781, -37.025482177734375], [329.33782958984375, 145.7961883544922], [318.8466491699219, 216.7123565673828], [345.70831298828125, 171.03915405273438], [343.5549621582031, 181.91680908203125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.23764933771189378, 0.26182665066088956, -0.05725701105178296, -0.30101475574225317, 0.5118812295585352, -0.5002970909955147]"
"[[249.19131469726562, 337.6686706542969], [180.28106689453125, 98.39518737792969], [293.9765930175781, -37.025482177734375], [324.63641357421875, 146.25856018066406], [314.2694396972656, 216.65200805664062], [340.2400207519531, 170.6958465576172], [338.56854248046875, 181.9820098876953]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.23478372439987702, 0.2618285614522169, -0.04302463129361097, -0.30755946041890403, 0.5126943864202228, -0.5003257424640831]"
"[[250.99032592773438, 337.4504699707031], [183.1106719970703, 98.3978500366211], [293.9765930175781, -37.025482177734375], [320.3119201660156, 147.1301727294922], [310.0269470214844, 217.2387237548828], [334.9897155761719, 171.1291046142578], [333.9332275390625, 182.6427001953125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.23166911296517273, 0.26205022189931804, -0.03862475064747934, -0.31340815734720684, 0.5042711756818061, -0.5025943913691587]"
"[[252.8551483154297, 337.21478271484375], [185.57469177246094, 98.40498352050781], [293.9765930175781, -37.025482177734375], [316.16217041015625, 148.20611572265625], [306.0499572753906, 218.18846130371094], [330.50360107421875, 171.921142578125], [329.8771057128906, 183.76419067382812]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2293717625317874, 0.2615943968780863, -0.035833831279116574, -0.315615190244428, 0.49094269247010863, -0.5017290531313344]"
"[[252.85159301757812, 337.22930908203125], [185.5844268798828, 98.39574432373047], [293.9765930175781, -37.025482177734375], [316.1784362792969, 148.2168426513672], [306.0968322753906, 218.1973876953125], [330.50091552734375, 171.9351043701172], [329.8780517578125, 183.7778778076172]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.22731032656191597, 0.26115703937813955, -0.03335091274607178, -0.3174178148538832, 0.4781383163697403, -0.4999536381108686]"
"[[254.55575561523438, 336.9278259277344], [187.90756225585938, 98.28350067138672], [293.9765930175781, -37.025482177734375], [312.3966369628906, 149.44232177734375], [302.5358581542969, 219.35108947753906], [326.3786926269531, 172.8827362060547], [326.09954833984375, 184.91322326660156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.22546334564391515, 0.260732816695936, -0.031154378431136727, -0.31884214269920036, 0.46577512912647734, -0.49735917932856943]"
"[[255.720947265625, 336.76336669921875], [190.0089569091797, 98.2844467163086], [293.9765930175781, -37.025482177734375], [309.21240234375, 150.62744140625], [299.7296447753906, 220.494140625], [322.88299560546875, 174.0413360595703], [322.8204345703125, 186.19699096679688]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.22381174768694606, 0.26031683819805784, -0.029223809069211883, -0.31991285466860236, 0.4537799147496093, -0.49402666323691974]"
"[[256.8214111328125, 336.6781005859375], [191.854248046875, 98.31163787841797], [293.9765930175781, -37.025482177734375], [306.6203918457031, 151.9915771484375], [297.2973327636719, 221.7230682373047], [320.044921875, 175.22952270507812], [320.1025390625, 187.43821716308594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2223386085482299, 0.2599045563572013, -0.027540039966237048, -0.32065318201593823, 0.4420881310785689, -0.4900279145342267]"
"[[257.46923828125, 336.85906982421875], [192.81344604492188, 98.4699935913086], [293.9765930175781, -37.025482177734375], [305.1737365722656, 152.9993438720703], [295.2466125488281, 222.40277099609375], [318.1711730957031, 176.43045043945312], [318.4270324707031, 188.3960723876953]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.22103523741014527, 0.2594674138820393, -0.025852844655849097, -0.3212456245180283, 0.4302388586445746, -0.4831817269446688]"
"[[257.4735412597656, 336.87347412109375], [192.81912231445312, 98.47370910644531], [293.9765930175781, -37.025482177734375], [305.1668701171875, 152.9994659423828], [295.2449645996094, 222.4038543701172], [318.15692138671875, 176.43215942382812], [318.3840637207031, 188.40838623046875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2198798368642847, 0.25902157590484937, -0.024425488354825754, -0.32150052807160234, 0.4185693426635251, -0.47581261845876993]"
"[[257.6055908203125, 337.3266906738281], [193.07826232910156, 99.14070129394531], [293.9765930175781, -37.025482177734375], [304.9295654296875, 154.23995971679688], [295.2582092285156, 223.69947814941406], [317.911865234375, 177.7554168701172], [318.3323669433594, 189.67938232421875]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21886050475722674, 0.25856370308749843, -0.023239470859164613, -0.32144171324437365, 0.40703927533361217, -0.4679765822367968]"
"[[257.5986328125, 337.3287048339844], [193.07473754882812, 99.15010833740234], [293.9765930175781, -37.025482177734375], [304.91790771484375, 154.23684692382812], [295.2761535644531, 223.69761657714844], [317.9122314453125, 177.75088500976562], [318.36090087890625, 189.6760711669922]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21796656647250823, 0.2580906889405407, -0.022277736227492944, -0.32109175618290964, 0.3956149635678687, -0.45972448787538317]"
"[[257.607177734375, 337.6781005859375], [193.18788146972656, 99.4678726196289], [293.9765930175781, -37.025482177734375], [305.03753662109375, 154.7234344482422], [295.30780029296875, 224.11849975585938], [318.1417236328125, 178.41323852539062], [318.3294982910156, 190.15805053710938]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2171883804701888, 0.2575997285014861, -0.021524594312605075, -0.32047215781097804, 0.38426893111675575, -0.45110320173605706]"
"[[257.65478515625, 338.01458740234375], [193.30665588378906, 99.75948333740234], [293.9765930175781, -37.025482177734375], [305.151611328125, 155.38670349121094], [295.43011474609375, 224.79962158203125], [318.0989074707031, 178.90740966796875], [318.3559265136719, 190.71986389160156]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21651711410636001, 0.25708839738263956, -0.02096560631409251, -0.319603543583049, 0.3729794383007098, -0.4421568151852599]"
"[[257.5980224609375, 338.3036193847656], [193.4208221435547, 100.02625274658203], [293.9765930175781, -37.025482177734375], [305.2944641113281, 156.04257202148438], [295.59368896484375, 225.39231872558594], [318.249267578125, 179.4284210205078], [318.4842224121094, 191.25559997558594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21594451077395696, 0.25655476118364307, -0.020587471368471597, -0.31850585521633984, 0.3617299552502634, -0.43292799544888755]"
"[[257.60382080078125, 338.59930419921875], [193.48985290527344, 100.40129089355469], [293.9765930175781, -37.025482177734375], [305.3548278808594, 156.61691284179688], [295.69525146484375, 225.9710235595703], [318.3509826660156, 180.0350341796875], [318.5167236328125, 191.8636016845703]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2154339677409621, 0.2560217073400885, -0.020413354679427304, -0.31716857999684844, 0.35042960018624747, -0.4237344842008383]"
"[[257.5986328125, 338.6103515625], [193.48971557617188, 100.40955352783203], [293.9765930175781, -37.025482177734375], [305.35809326171875, 156.62977600097656], [295.71728515625, 225.97019958496094], [318.36962890625, 180.05227661132812], [318.5338134765625, 191.88072204589844]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21496171661974564, 0.2553021087304339, -0.0229392057130855, -0.3140943424003505, 0.3502886070515733, -0.42690411508014675]"
"[[257.63885498046875, 338.8671569824219], [193.57847595214844, 100.70221710205078], [293.9765930175781, -37.025482177734375], [305.4383239746094, 157.291015625], [295.853271484375, 226.78900146484375], [318.3897705078125, 180.56582641601562], [318.5993957519531, 192.53392028808594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21454797330396938, 0.254614845136434, -0.025203611263379107, -0.311454012290248, 0.3504986862962122, -0.42973199618163577]"
"[[257.6561584472656, 339.2429504394531], [193.7661590576172, 101.00569152832031], [293.9765930175781, -37.025482177734375], [305.54632568359375, 157.94195556640625], [295.9925842285156, 227.2847900390625], [318.5645751953125, 181.10360717773438], [318.7669982910156, 193.02764892578125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2141790282757926, 0.2539915840943079, -0.027279096746991964, -0.30906638061001107, 0.35075992353671626, -0.4323944907011979]"
"[[257.7357177734375, 339.53936767578125], [193.95748901367188, 101.3676528930664], [293.9765930175781, -37.025482177734375], [305.443603515625, 158.52508544921875], [296.0864562988281, 227.75613403320312], [318.5750427246094, 181.71575927734375], [318.83465576171875, 193.61123657226562]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2138520168406752, 0.25342454586874763, -0.029178295962904055, -0.30691753678648237, 0.35107482088134456, -0.4348976445833147]"
"[[257.8310241699219, 339.7987976074219], [194.11131286621094, 101.59309387207031], [293.9765930175781, -37.025482177734375], [305.57818603515625, 158.8624725341797], [296.064208984375, 228.1313018798828], [318.57501220703125, 182.22781372070312], [318.9284973144531, 194.14718627929688]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2135615790087502, 0.2529096685625836, -0.030916498999656927, -0.30498360913838135, 0.3514388290126372, -0.4372616305738054]"
"[[257.857177734375, 339.80657958984375], [194.11451721191406, 101.5951919555664], [293.9765930175781, -37.025482177734375], [305.5952453613281, 158.8679656982422], [296.1010437011719, 228.15423583984375], [318.580810546875, 182.23297119140625], [318.9652099609375, 194.15463256835938]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21330314429186326, 0.2524430755305467, -0.03250753431805724, -0.30324321666264753, 0.35184745102177295, -0.4395036686099082]"
"[[257.92083740234375, 340.1095275878906], [194.3077850341797, 101.85588073730469], [293.9765930175781, -37.025482177734375], [305.70941162109375, 159.27476501464844], [296.1084289550781, 228.6676788330078], [318.5745849609375, 182.6888427734375], [318.9917297363281, 194.56385803222656]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21312216969038966, 0.2519589452867363, -0.03387037548226536, -0.3019568824525653, 0.3527119855777921, -0.44133832594416944]"
"[[257.9831848144531, 340.4374694824219], [194.4297332763672, 102.2275619506836], [293.9765930175781, -37.025482177734375], [305.8665466308594, 159.7601776123047], [296.1568603515625, 229.15809631347656], [318.66796875, 183.2101593017578], [319.10711669921875, 195.22242736816406]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2129608418815167, 0.2515245201797756, -0.03512163857845576, -0.30081636590138283, 0.3536015980476634, -0.44308532000540424]"
"[[258.00213623046875, 340.73553466796875], [194.4205780029297, 102.44761657714844], [293.9765930175781, -37.025482177734375], [305.8998718261719, 160.2878875732422], [296.119873046875, 229.4982452392578], [318.7446594238281, 183.73046875], [319.08154296875, 195.72042846679688]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21281719243623168, 0.2511351130331366, -0.036269886492148996, -0.29980936573464656, 0.35451390416961004, -0.4447504029023888]"
"[[258.0552978515625, 340.8854675292969], [194.4418182373047, 102.6800765991211], [293.9765930175781, -37.025482177734375], [305.9686279296875, 160.70140075683594], [296.2126159667969, 230.00247192382812], [318.763916015625, 184.1497039794922], [319.10284423828125, 196.0689239501953]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21268944029443024, 0.25078648332129594, -0.03732304784523078, -0.2989246169307233, 0.35544678836219684, -0.4463387070766284]"
"[[258.0452880859375, 340.9007873535156], [194.44329833984375, 102.68831634521484], [293.9765930175781, -37.025482177734375], [305.97235107421875, 160.70521545410156], [296.1341247558594, 229.97811889648438], [318.7615051269531, 184.14466857910156], [319.1017761230469, 196.0699462890625]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21265386639304773, 0.24805572299620937, -0.03456088558157045, -0.30096327330336153, 0.3592491911888982, -0.39605241143349507]"
"[[258.13885498046875, 341.0742492675781], [194.57501220703125, 102.9267349243164], [293.9765930175781, -37.025482177734375], [305.9964294433594, 161.13754272460938], [296.16937255859375, 230.33489990234375], [318.8018493652344, 184.4795379638672], [319.0619812011719, 196.40151977539062]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21278213882188018, 0.2452072312354357, -0.03300917350095504, -0.30080858696853174, 0.3639222021690281, -0.40123953805318663]"
"[[258.1302795410156, 341.4173583984375], [194.69557189941406, 103.20498657226562], [293.9765930175781, -37.025482177734375], [306.3713073730469, 161.43035888671875], [296.21392822265625, 230.7769775390625], [319.1250305175781, 184.7777557373047], [319.4725036621094, 196.76144409179688]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21289850737788327, 0.24262873050420392, -0.031625758595875034, -0.3005695780649046, 0.3683302534989393, -0.40642791596969424]"
"[[257.7122802734375, 341.7858581542969], [194.58486938476562, 103.32963562011719], [293.9765930175781, -37.025482177734375], [307.7342529296875, 161.95289611816406], [297.6383361816406, 231.35232543945312], [320.69403076171875, 185.32725524902344], [320.9350280761719, 197.3688201904297]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21285371169034778, 0.24069659690541564, -0.029334987798299766, -0.30229587088857285, 0.37160263856470777, -0.360379364018664]"
"[[256.86669921875, 342.41949462890625], [194.15350341796875, 103.25298309326172], [293.9765930175781, -37.025482177734375], [310.1224365234375, 162.5301055908203], [300.05560302734375, 231.92185974121094], [323.4342346191406, 186.12118530273438], [323.2838439941406, 198.02749633789062]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21296084905860987, 0.23857589307952223, -0.0283275777380208, -0.30177810446785197, 0.37554641614758294, -0.3654792909309345]"
"[[256.854248046875, 342.4408874511719], [194.1475372314453, 103.25881958007812], [293.9765930175781, -37.025482177734375], [310.1343994140625, 162.53187561035156], [300.0501403808594, 231.9005889892578], [323.42547607421875, 186.1000518798828], [323.2869567871094, 198.01026916503906]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21258860087465775, 0.237238841824316, -0.02681139894342642, -0.3026734553478292, 0.3309052326920896, -0.36498693369982826]"
"[[255.58348083496094, 342.94146728515625], [192.8149871826172, 103.47093963623047], [293.9765930175781, -37.025482177734375], [313.5470275878906, 163.1524658203125], [302.22625732421875, 232.65818786621094], [326.9093322753906, 187.04588317871094], [326.6535339355469, 198.85198974609375]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21227276371903878, 0.23548317204181507, -0.026371207704967356, -0.30281197571000495, 0.33154517679156664, -0.3676652817433682]"
"[[253.72987365722656, 343.70770263671875], [191.4344482421875, 103.6174087524414], [293.9765930175781, -37.025482177734375], [317.4266052246094, 163.95803833007812], [305.5607604980469, 233.47796630859375], [331.2961730957031, 188.01846313476562], [330.56243896484375, 199.5089111328125]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.2122671751799537, 0.234214703326966, -0.024954258794503154, -0.3038817008625009, 0.3345633443116115, -0.32583515441460836]"
"[[251.47291564941406, 344.6429748535156], [189.6066436767578, 103.73844909667969], [293.9765930175781, -37.025482177734375], [321.64013671875, 165.1200408935547], [310.36529541015625, 234.6956329345703], [336.077392578125, 189.44137573242188], [334.93682861328125, 200.76585388183594]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21244673823833998, 0.2326837009355928, -0.024420925015527322, -0.30308677121160676, 0.33854242896361547, -0.33045048587488945]"
"[[248.85316467285156, 345.50897216796875], [187.5746612548828, 103.93682861328125], [293.9765930175781, -37.025482177734375], [326.3961181640625, 166.31785583496094], [315.1923522949219, 236.0597686767578], [341.36688232421875, 191.0528564453125], [339.6022644042969, 202.12136840820312]]","[[144.0, 268.0], [205.0, 101.0], [341.0, 53.0], [359.0, 226.0], [348.0, 294.0], [368.0, 275.0], [351.0, 387.0]]","[-0.21199883422084767, 0.2321234104584837, -0.013747663144703179, -0.3059274705600009, 0.3095260972623151, -0.2978252769253461]"
